file,id,model,task,prompt_type,elapsed,model_output,ground_truth_raw,parsed_ok,pred_num,correct,auto_label
results/answers\gpt-4o-mini\maximum_flow\zero_shot.jsonl,FB_MF_000,gpt-4o-mini,maximum_flow,zero_shot,130.2253394126892,,"{""flow_value"": 8, ""flow_dict"": {""3644"": {}, ""3687"": {""3830"": 0, ""3542"": 0, ""3858"": 0}, ""3910"": {}, ""3792"": {}, ""3671"": {""3499"": 0, ""3770"": 0}, ""3928"": {}, ""3734"": {""3830"": 0, ""3962"": 0}, ""3542"": {""3687"": 0, ""3628"": 0}, ""3646"": {}, ""3491"": {""3962"": 0}, ""3466"": {}, ""3490"": {""3662"": 5, ""3682"": 0}, ""3662"": {""3490"": 0, ""3682"": 0}, ""3962"": {""3734"": 0, ""3491"": 0, ""3830"": 0, ""3628"": 0}, ""3496"": {""3487"": 0}, ""3487"": {""3496"": 0}, ""3675"": {}, ""3770"": {""3671"": 0}, ""3830"": {""3687"": 0, ""3734"": 0, ""3962"": 0, ""3669"": 0, ""3695"": 0, ""3736"": 0, ""3858"": 0}, ""3688"": {}, ""3598"": {}, ""3669"": {""3830"": 0}, ""3599"": {""3802"": 0}, ""3499"": {""3671"": 0}, ""3567"": {""3628"": 0}, ""3736"": {""3830"": 0}, ""3628"": {""3542"": 0, ""3962"": 0, ""3567"": 0}, ""3695"": {""3830"": 0}, ""3802"": {""3599"": 0}, ""3682"": {""3490"": 5, ""3662"": 3}, ""3858"": {""3687"": 0, ""3830"": 0}}, ""status"": ""ok""}",False,,False,format_error
results/answers\gpt-4o-mini\shortest_path\cot.jsonl,FB_SP_001,gpt-4o-mini,shortest_path,cot,130.2250828742981,,"{""distance"": 1, ""path"": [""2463"", ""2224""], ""status"": ""ok""}",False,,False,format_error
results/answers\gpt-4o-mini\connectivity\cot_hidden.jsonl,FB_CONN_023,gpt-4o-mini,connectivity,cot_hidden,130.22455644607544,,"{""connected"": false, ""path"": null, ""status"": ""ok""}",False,,False,format_error
results/answers\gpt-4o-mini\shortest_path\cot_hidden.jsonl,FB_SP_010,gpt-4o-mini,shortest_path,cot_hidden,130.22437047958374,,"{""distance"": 1, ""path"": [""261"", ""211""], ""status"": ""ok""}",False,,False,format_error
results/answers\gpt-4o-mini\shortest_path\zero_shot.jsonl,FB_SP_049,gpt-4o-mini,shortest_path,zero_shot,130.21227169036865,,"{""distance"": 1, ""path"": [""3760"", ""3512""], ""status"": ""ok""}",False,,False,format_error
results/answers\gpt-4o-mini\connectivity\cot_hidden.jsonl,FB_CONN_045,gpt-4o-mini,connectivity,cot_hidden,130.19430589675903,,"{""connected"": false, ""path"": null, ""status"": ""ok""}",False,,False,format_error
results/answers\gpt-4o-mini\connectivity\cot_hidden.jsonl,FB_CONN_036,gpt-4o-mini,connectivity,cot_hidden,130.19301342964172,,"{""connected"": false, ""path"": null, ""status"": ""ok""}",False,,False,format_error
results/answers\gpt-4o-mini\shortest_path\cot_hidden.jsonl,FB_SP_035,gpt-4o-mini,shortest_path,cot_hidden,130.16041469573975,,"{""distance"": 1, ""path"": [""3425"", ""2926""], ""status"": ""ok""}",False,,False,format_error
results/answers\gpt-4o-mini\shortest_path\zero_shot.jsonl,FB_SP_005,gpt-4o-mini,shortest_path,zero_shot,130.13457989692688,,"{""distance"": 2, ""path"": [""684"", ""579"", ""666""], ""status"": ""ok""}",False,,False,format_error
results/answers\gpt-4o-mini\shortest_path\cot.jsonl,FB_SP_028,gpt-4o-mini,shortest_path,cot,130.13345646858215,,"{""distance"": 5, ""path"": [""808"", ""705"", ""724"", ""786"", ""768"", ""767""], ""status"": ""ok""}",False,,False,format_error
